systemNumber,Production date,prod_date_primary,start_year,end_year,midpoint_year,date_parse_status
O127352,ca. 1496,1496,1496.0,1496.0,1496.0,parsed_ad_single
O136478,600-700,600-700,600.0,700.0,650.0,parsed_ad_range
O152369,1974,1974,1974.0,1974.0,1974.0,parsed_ad_single
O118106,1976,1976,1976.0,1976.0,1976.0,parsed_ad_single
O77353,1749,1749,1749.0,1749.0,1749.0,parsed_ad_single
O40984,1759,1759,1759.0,1759.0,1759.0,parsed_ad_single
O157732,ca. 1800,1800,1800.0,1800.0,1800.0,parsed_ad_single
O66241,ca. 1670-90,1670-90,1670.0,90.0,880.0,parsed_ad_range
O41550,before 1491,1491,1491.0,1491.0,1491.0,parsed_ad_single
O17207,1517-1522,1517-1522,1517.0,1522.0,1520.0,parsed_ad_range
O66333,ca. 1600,1600,1600.0,1600.0,1600.0,parsed_ad_single
O49192,late 18th century - early 19th century,18th c-19th c,1701.0,1900.0,1800.0,parsed_century_range
O153319,ca. 1870,1870,1870.0,1870.0,1870.0,parsed_ad_single
O93182,1520,1520,1520.0,1520.0,1520.0,parsed_ad_single
O40908,1406-1407,1406-1407,1406.0,1407.0,1406.0,parsed_ad_range
O132257,1450-1475,1450-1475,1450.0,1475.0,1462.0,parsed_ad_range
O168723,1957,1957,1957.0,1957.0,1957.0,parsed_ad_single
O111523,1851,1851,1851.0,1851.0,1851.0,parsed_ad_single
O87562,1830-1850,1830-1850,1830.0,1850.0,1840.0,parsed_ad_range
O176785,first half 16th century,first half 16th c,1501.0,1600.0,1550.0,parsed_century_single
O106455,ca. 1170-80,1170-80,1170.0,80.0,625.0,parsed_ad_range
O111862,1500-1600,1500-1600,1500.0,1600.0,1550.0,parsed_ad_range
O111645,ca. 1660,1660,1660.0,1660.0,1660.0,parsed_ad_single
O479771,ca. 1st century BC - 3rd century AD,1st cbc-3rd cad,-100.0,300.0,100.0,parsed_century_range
O39628,ca. 1508,1508,1508.0,1508.0,1508.0,parsed_ad_single
O108800,ca. 1100-1125,1100-1125,1100.0,1125.0,1112.0,parsed_ad_range
O93731,ca. 800-820,800-820,800.0,820.0,810.0,parsed_ad_range
O96298,ca. 800-820,800-820,800.0,820.0,810.0,parsed_ad_range
O96324,ca. 800-820,800-820,800.0,820.0,810.0,parsed_ad_range
O93748,ca. 800-820,800-820,800.0,820.0,810.0,parsed_ad_range
O66240,ca. 1750,1750,1750.0,1750.0,1750.0,parsed_ad_single
O338631,ca. 400 - 700,400-700,400.0,700.0,550.0,parsed_ad_range
O127353,ca. 1490 - ca. 1520,1490-1520,1490.0,1520.0,1505.0,parsed_ad_range
O19136,1977,1977,1977.0,1977.0,1977.0,parsed_ad_single
O127883,ca. 1513,1513,1513.0,1513.0,1513.0,parsed_ad_single
O46176,1st January 1999,1st january 1999,,,,unparsed
O153928,ca. 1745 - ca. 1750,1745-1750,1745.0,1750.0,1748.0,parsed_ad_range
O312606,ca. 1670 - ca. 1700,1670-1700,1670.0,1700.0,1685.0,parsed_ad_range
O117276,ca. 1300-1325,1300-1325,1300.0,1325.0,1312.0,parsed_ad_range
O91577,1700-1719,1700-1719,1700.0,1719.0,1710.0,parsed_ad_range
O17758,,,,,,no_date_text
O70204,1460-1490,1460-1490,1460.0,1490.0,1475.0,parsed_ad_range
O145407,1992,1992,1992.0,1992.0,1992.0,parsed_ad_single
O108808,ca. 1350-1370,1350-1370,1350.0,1370.0,1360.0,parsed_ad_range
O93255,ca. 1428-1430,1428-1430,1428.0,1430.0,1429.0,parsed_ad_range
O93802,1744-1745,1744-1745,1744.0,1745.0,1744.0,parsed_ad_range
O349952,ca. 1770-90,1770-90,1770.0,90.0,930.0,parsed_ad_range
O1243133,2006,2006,2006.0,2006.0,2006.0,parsed_ad_single
O89219,1660-1700,1660-1700,1660.0,1700.0,1680.0,parsed_ad_range
O70285,ca. 1510-1515,1510-1515,1510.0,1515.0,1512.0,parsed_ad_range
O40982,ca. 1746,1746,1746.0,1746.0,1746.0,parsed_ad_single
O127383,after 1894,1894,1894.0,1894.0,1894.0,parsed_ad_single
O34814,550-77,550-77,550.0,77.0,314.0,parsed_ad_range
O349010,1620-1630,1620-1630,1620.0,1630.0,1625.0,parsed_ad_range
O61543,ca. 1580,1580,1580.0,1580.0,1580.0,parsed_ad_single
O92989,ca. 1570-1572,1570-1572,1570.0,1572.0,1571.0,parsed_ad_range
O40348,1997,1997,1997.0,1997.0,1997.0,parsed_ad_single
O311620,1624,1624,1624.0,1624.0,1624.0,parsed_ad_single
O119761,ca. 1150-1160,1150-1160,1150.0,1160.0,1155.0,parsed_ad_range
O67332,1888,1888,1888.0,1888.0,1888.0,parsed_ad_single
O109015,1690-1710,1690-1710,1690.0,1710.0,1700.0,parsed_ad_range
O77684,ca. 1750,1750,1750.0,1750.0,1750.0,parsed_ad_single
O94076,ca. 1180,1180,1180.0,1180.0,1180.0,parsed_ad_single
O72925,ca. 1275-1300,1275-1300,1275.0,1300.0,1288.0,parsed_ad_range
O127974,1315,1315,1315.0,1315.0,1315.0,parsed_ad_single
O209587,ca. 1766-1770,1766-1770,1766.0,1770.0,1768.0,parsed_ad_range
O156663,1700-1705,1700-1705,1700.0,1705.0,1702.0,parsed_ad_range
O40965,ca. 1455,1455,1455.0,1455.0,1455.0,parsed_ad_single
O19240,1983,1983,1983.0,1983.0,1983.0,parsed_ad_single
O195909,ca. 1650,1650,1650.0,1650.0,1650.0,parsed_ad_single
O130519,ca. 1500,1500,1500.0,1500.0,1500.0,parsed_ad_single
O70809,ca. 1430-1440,1430-1440,1430.0,1440.0,1435.0,parsed_ad_range
O454649,ca. 1st century -3rd century,1st c-3rd c,1.0,300.0,150.0,parsed_century_range
O454785,,,,,,no_date_text
O479647,ca. 1st century BC to 3rd century AD,1st cbc to 3rd cad,1.0,100.0,50.0,parsed_century_single
O12532,1474,1474,1474.0,1474.0,1474.0,parsed_ad_single
O60062,1777-1778,1777-1778,1777.0,1778.0,1778.0,parsed_ad_range
O70750,ca. 1770-1830,1770-1830,1770.0,1830.0,1800.0,parsed_ad_range
O70789,ca. 1770-1830,1770-1830,1770.0,1830.0,1800.0,parsed_ad_range
O70788,ca. 1770-1830,1770-1830,1770.0,1830.0,1800.0,parsed_ad_range
O70785,1755-1830,1755-1830,1755.0,1830.0,1792.0,parsed_ad_range
O70774,ca. 1755-1830,1755-1830,1755.0,1830.0,1792.0,parsed_ad_range
O70772,ca. 1770-1830,1770-1830,1770.0,1830.0,1800.0,parsed_ad_range
O70770,ca. 1770-1830,1770-1830,1770.0,1830.0,1800.0,parsed_ad_range
O81461,ca. 1770-1830,1770-1830,1770.0,1830.0,1800.0,parsed_ad_range
O81199,ca. 1770-1830,1770-1830,1770.0,1830.0,1800.0,parsed_ad_range
O81198,ca. 1770-1830,1770-1830,1770.0,1830.0,1800.0,parsed_ad_range
O134673,4th century - 5th century,4th c-5th c,301.0,500.0,400.0,parsed_century_range
O333215,late 18th century,18th c,1701.0,1800.0,1750.0,parsed_century_single
O89936,ca. 1450,1450,1450.0,1450.0,1450.0,parsed_ad_single
O119932,ca. 1531-1532,1531-1532,1531.0,1532.0,1532.0,parsed_ad_range
O143209,1977,1977,1977.0,1977.0,1977.0,parsed_ad_single
O1154744,1780-1792,1780-1792,1780.0,1792.0,1786.0,parsed_ad_range
O341836,ca. 1770,1770,1770.0,1770.0,1770.0,parsed_ad_single
O6319,20/07/1929,20/07/1929,,,,unparsed
O73764,1957,1957,1957.0,1957.0,1957.0,parsed_ad_single
O91877,1680-1699,1680-1699,1680.0,1699.0,1690.0,parsed_ad_range
O19256,1975,1975,1975.0,1975.0,1975.0,parsed_ad_single
O120729,1480,1480,1480.0,1480.0,1480.0,parsed_ad_single
O40935,ca. 1883,1883,1883.0,1883.0,1883.0,parsed_ad_single
O349627,ca. 1790,1790,1790.0,1790.0,1790.0,parsed_ad_single
O70756,ca. 1770-1830,1770-1830,1770.0,1830.0,1800.0,parsed_ad_range
O70755,ca. 1770-1830,1770-1830,1770.0,1830.0,1800.0,parsed_ad_range
O70787,ca. 1770-1830,1770-1830,1770.0,1830.0,1800.0,parsed_ad_range
O129008,ca. 1140-1150,1140-1150,1140.0,1150.0,1145.0,parsed_ad_range
O115630,16th century,16th c,1501.0,1600.0,1550.0,parsed_century_single
O127912,ca. 1450-75,1450-75,1450.0,75.0,762.0,parsed_ad_range
O106677,c.1600-1650,1600-1650,1600.0,1650.0,1625.0,parsed_ad_range
O454677,ca.100 BC,100bc,-100.0,-100.0,-100.0,parsed_bc_single
O311050,1864,1864,1864.0,1864.0,1864.0,parsed_ad_single
O228826,1991,1991,1991.0,1991.0,1991.0,parsed_ad_single
O77812,1830,1830,1830.0,1830.0,1830.0,parsed_ad_single
O16284,ca. 1455-1460,1455-1460,1455.0,1460.0,1458.0,parsed_ad_range
O111372,350 BC-300 BC,350bc-300bc,-350.0,-300.0,-325.0,parsed_bc_range
O123820,1560-1600,1560-1600,1560.0,1600.0,1580.0,parsed_ad_range
O1227452,2009,2009,2009.0,2009.0,2009.0,parsed_ad_single
O77792,ca. 1695,1695,1695.0,1695.0,1695.0,parsed_ad_single
O51754,1950-60,1950-60,1950.0,60.0,1005.0,parsed_ad_range
O151429,1869-1872,1869-1872,1869.0,1872.0,1870.0,parsed_ad_range
O77816,1755,1755,1755.0,1755.0,1755.0,parsed_ad_single
O299546,ca. 1650,1650,1650.0,1650.0,1650.0,parsed_ad_single
O307047,ca. 1765-1775,1765-1775,1765.0,1775.0,1770.0,parsed_ad_range
O162178,ca. 1750,1750,1750.0,1750.0,1750.0,parsed_ad_single
O152455,1988,1988,1988.0,1988.0,1988.0,parsed_ad_single
O1410729,c. 1897,1897,1897.0,1897.0,1897.0,parsed_ad_single
O111382,200 BC-100 BC,200bc-100bc,-200.0,-100.0,-150.0,parsed_bc_range
O66334,ca. 1590-1600,1590-1600,1590.0,1600.0,1595.0,parsed_ad_range
O159776,1620,1620,1620.0,1620.0,1620.0,parsed_ad_single
O96690,ca. 1700,1700,1700.0,1700.0,1700.0,parsed_ad_single
O96692,ca. 1700,1700,1700.0,1700.0,1700.0,parsed_ad_single
O349011,1620-1630,1620-1630,1620.0,1630.0,1625.0,parsed_ad_range
O91576,16th century or 19th century,16th c or 19th c,1501.0,1600.0,1550.0,parsed_century_single
O129396,ca. 1510,1510,1510.0,1510.0,1510.0,parsed_ad_single
O6866,1952,1952,1952.0,1952.0,1952.0,parsed_ad_single
O454764,ca. 200,200,200.0,200.0,200.0,parsed_ad_single
O454783,50BC-AD,50bc-ad,,,,unparsed_century_range
O454674,1st century BC,1st cbc,-100.0,-1.0,-50.0,parsed_century_single
O479635,20th century,20th c,1901.0,2000.0,1950.0,parsed_century_single
O479769,ca. 100 - 300,100-300,100.0,300.0,200.0,parsed_ad_range
O479765,ca. 100 - 300,100-300,100.0,300.0,200.0,parsed_ad_range
O454758,1st century BC,1st cbc,-100.0,-1.0,-50.0,parsed_century_single
O479764,ca. 100-300,100-300,100.0,300.0,200.0,parsed_ad_range
O454760,1st century,1st c,1.0,100.0,50.0,parsed_century_single
O479770,ca. 100 - 300,100-300,100.0,300.0,200.0,parsed_ad_range
O473118,3rd century BC - 1st century AD,3rd cbc-1st cad,-300.0,100.0,-100.0,parsed_century_range
O479638,ca. 1st century BC - 1st century AD,1st cbc-1st cad,-100.0,100.0,0.0,parsed_century_range
O479683,,,,,,no_date_text
O454657,200BC-0BC ?,200bc-0bc,-200.0,0.0,-100.0,parsed_bc_range
O454650,,,,,,no_date_text
O93010,ca. 1570-1572,1570-1572,1570.0,1572.0,1571.0,parsed_ad_range
O8059,1847,1847,1847.0,1847.0,1847.0,parsed_ad_single
O153075,ca. 1880,1880,1880.0,1880.0,1880.0,parsed_ad_single
O121367,1851,1851,1851.0,1851.0,1851.0,parsed_ad_single
O1161012,1794,1794,1794.0,1794.0,1794.0,parsed_ad_single
O119556,1998,1998,1998.0,1998.0,1998.0,parsed_ad_single
O68914,ca. 1495,1495,1495.0,1495.0,1495.0,parsed_ad_single
O347708,1683,1683,1683.0,1683.0,1683.0,parsed_ad_single
O1785675,,,,,,no_date_text
O65329,2nd century-4th century,2nd c-4th c,101.0,400.0,250.0,parsed_century_range
O122367,ca. 1475-1480,1475-1480,1475.0,1480.0,1478.0,parsed_ad_range
O126592,ca. 1475,1475,1475.0,1475.0,1475.0,parsed_ad_single
O72800,ca. 1908,1908,1908.0,1908.0,1908.0,parsed_ad_single
O278452,ca. 1765-1775,1765-1775,1765.0,1775.0,1770.0,parsed_ad_range
O159945,about 1480 to 1500,1480 to 1500,,,,unparsed
O70773,ca. 1770-1830,1770-1830,1770.0,1830.0,1800.0,parsed_ad_range
O1262871,1848,1848,1848.0,1848.0,1848.0,parsed_ad_single
O70762,ca. 1770-1830,1770-1830,1770.0,1830.0,1800.0,parsed_ad_range
O70744,ca. 1755-1830,1755-1830,1755.0,1830.0,1792.0,parsed_ad_range
O77550,ca. 1770,1770,1770.0,1770.0,1770.0,parsed_ad_single
O93642,,,,,,no_date_text
O14765,ca. 1530 - 1540,1530-1540,1530.0,1540.0,1535.0,parsed_ad_range
O323133,1770-1780,1770-1780,1770.0,1780.0,1775.0,parsed_ad_range
O91829,17th century,17th c,1601.0,1700.0,1650.0,parsed_century_single
O8863,1898,1898,1898.0,1898.0,1898.0,parsed_ad_single
O127000,1508-1509,1508-1509,1508.0,1509.0,1508.0,parsed_ad_range
O312111,about 1750,1750,1750.0,1750.0,1750.0,parsed_ad_single
O136682,1570-1580,1570-1580,1570.0,1580.0,1575.0,parsed_ad_range
O19513,1976,1976,1976.0,1976.0,1976.0,parsed_ad_single
O68993,ca. 1689,1689,1689.0,1689.0,1689.0,parsed_ad_single
O41596,1432-1443,1432-1443,1432.0,1443.0,1438.0,parsed_ad_range
O113323,1930,1930,1930.0,1930.0,1930.0,parsed_ad_single
O155953,1510-50,1510-50,1510.0,50.0,780.0,parsed_ad_range
O131247,ca. 1510-1530,1510-1530,1510.0,1530.0,1520.0,parsed_ad_range
O93921,1446-1448,1446-1448,1446.0,1448.0,1447.0,parsed_ad_range
O154769,1969,1969,1969.0,1969.0,1969.0,parsed_ad_single
O78710,ca. 1851,1851,1851.0,1851.0,1851.0,parsed_ad_single
O123357,ca. 1758-60,1758-60,1758.0,60.0,909.0,parsed_ad_range
O493331,1350-1550,1350-1550,1350.0,1550.0,1450.0,parsed_ad_range
O479743,20th century,20th c,1901.0,2000.0,1950.0,parsed_century_single
O479740,20th century,20th c,1901.0,2000.0,1950.0,parsed_century_single
O479643,60 - 375,60-375,60.0,375.0,218.0,parsed_ad_range
O479633,20th century,20th c,1901.0,2000.0,1950.0,parsed_century_single
O479393,1300-1499,1300-1499,1300.0,1499.0,1400.0,parsed_ad_range
O479392,1944,1944,1944.0,1944.0,1944.0,parsed_ad_single
O449290,,,,,,no_date_text
O454801,3rd century (?),3rd c,201.0,300.0,250.0,parsed_century_single
O454799,3rd century (?),3rd c,201.0,300.0,250.0,parsed_century_single
O454664,1800-1900,1800-1900,1800.0,1900.0,1850.0,parsed_ad_range
O454655,ca. 200,200,200.0,200.0,200.0,parsed_ad_single
O454651,200BC-0BC?,200bc-0bc,-200.0,0.0,-100.0,parsed_bc_range
O479763,ca. 100 - 300,100-300,100.0,300.0,200.0,parsed_ad_range
O479759,ca. 100 - 300,100-300,100.0,300.0,200.0,parsed_ad_range
O479766,ca. 1st century BC - 3rd century AD,1st cbc-3rd cad,-100.0,300.0,100.0,parsed_century_range
O479651,Ca. first century BC to third century AD,first cbc to third cad,,,,unparsed_century
O454659,100BC-AD100,100bc-100,-10000.0,10000.0,0.0,parsed_century_range
O454784,,,,,,no_date_text
O454638,2nd century BC,2nd cbc,-200.0,-101.0,-150.0,parsed_century_single
O454640,2nd century BC-1st century BC,2nd cbc-1st cbc,-200.0,-1.0,-100.0,parsed_century_range
O454639,2nd century BC-1st century BC,2nd cbc-1st cbc,-200.0,-1.0,-100.0,parsed_century_range
O454653,ca.100-200,100-200,100.0,200.0,150.0,parsed_ad_range
O479646,ca. 100 - 300,100-300,100.0,300.0,200.0,parsed_ad_range
O479650,50B.C. to A.D.50,50b. to a.d.50,,,,unparsed
O454648,ca. 100,100,100.0,100.0,100.0,parsed_ad_single
O454757,2nd century,2nd c,101.0,200.0,150.0,parsed_century_single
O1260602,2011,2011,2011.0,2011.0,2011.0,parsed_ad_single
O140457,ca. 1200,1200,1200.0,1200.0,1200.0,parsed_ad_single
O1753591,ca. 1897,1897,1897.0,1897.0,1897.0,parsed_ad_single
O110924,ca. 1905,1905,1905.0,1905.0,1905.0,parsed_ad_single
O111390,200 BC-100 BC,200bc-100bc,-200.0,-100.0,-150.0,parsed_bc_range
O134677,4th century - 5th century,4th c-5th c,301.0,500.0,400.0,parsed_century_range
O332868,ca. 1915,1915,1915.0,1915.0,1915.0,parsed_ad_single
O41421,1513-1542,1513-1542,1513.0,1542.0,1528.0,parsed_ad_range
O72634,1994,1994,1994.0,1994.0,1994.0,parsed_ad_single
O130961,ca. 1530,1530,1530.0,1530.0,1530.0,parsed_ad_single
O1372159,1956,1956,1956.0,1956.0,1956.0,parsed_ad_single
O73175,ca. 1840,1840,1840.0,1840.0,1840.0,parsed_ad_single
O126478,ca. 1961,1961,1961.0,1961.0,1961.0,parsed_ad_single
O87116,ca. 1780,1780,1780.0,1780.0,1780.0,parsed_ad_single
O126530,ca. 1905,1905,1905.0,1905.0,1905.0,parsed_ad_single
O195799,1510-20,1510-20,1510.0,20.0,765.0,parsed_ad_range
O93874,ca. 1475-1500,1475-1500,1475.0,1500.0,1488.0,parsed_ad_range
O125214,ca. 1474-1480,1474-1480,1474.0,1480.0,1477.0,parsed_ad_range
O149148,ca. 1778,1778,1778.0,1778.0,1778.0,parsed_ad_single
O132896,ca. 2006,2006,2006.0,2006.0,2006.0,parsed_ad_single
O125176,ca. 1600,1600,1600.0,1600.0,1600.0,parsed_ad_single
O321056,1730-1740,1730-1740,1730.0,1740.0,1735.0,parsed_ad_range
O95022,1986,1986,1986.0,1986.0,1986.0,parsed_ad_single
O93438,ca. 1475-1500,1475-1500,1475.0,1500.0,1488.0,parsed_ad_range
O93628,1740-1741,1740-1741,1740.0,1741.0,1740.0,parsed_ad_range
O127357,ca. 1914,1914,1914.0,1914.0,1914.0,parsed_ad_single
O107249,c.1943,1943,1943.0,1943.0,1943.0,parsed_ad_single
O107248,1942,1942,1942.0,1942.0,1942.0,parsed_ad_single
O479629,ca. 100 - 300,100-300,100.0,300.0,200.0,parsed_ad_range
O479406,pre 1900,pre 1900,,,,unparsed
O479391,1943,1943,1943.0,1943.0,1943.0,parsed_ad_single
O479390,1943,1943,1943.0,1943.0,1943.0,parsed_ad_single
O479762,60 - 375,60-375,60.0,375.0,218.0,parsed_ad_range
O454800,3rd century (?),3rd c,201.0,300.0,250.0,parsed_century_single
O479653,ca. 2nd century - 5th century,2nd c-5th c,101.0,500.0,300.0,parsed_century_range
O479645,60 - 375,60-375,60.0,375.0,218.0,parsed_ad_range
O479680,ca. 100 - 300,100-300,100.0,300.0,200.0,parsed_ad_range
O454706,3rd century AD (?),3rd cad,201.0,300.0,250.0,parsed_century_single
O479757,ca. 3rd century BC - 3rd century AD,3rd cbc-3rd cad,-300.0,300.0,0.0,parsed_century_range
O454802,2nd century (?),2nd c,101.0,200.0,150.0,parsed_century_single
O7767,1698-1699,1698-1699,1698.0,1699.0,1698.0,parsed_ad_range
O117754,ca. 1450,1450,1450.0,1450.0,1450.0,parsed_ad_single
O110921,ca. 1903,1903,1903.0,1903.0,1903.0,parsed_ad_single
O110950,ca. 1900,1900,1900.0,1900.0,1900.0,parsed_ad_single
O115904,ca.1870,1870,1870.0,1870.0,1870.0,parsed_ad_single
O126531,ca. 1906,1906,1906.0,1906.0,1906.0,parsed_ad_single
O91853,1681-1683,1681-1683,1681.0,1683.0,1682.0,parsed_ad_range
O1325330,2015,2015,2015.0,2015.0,2015.0,parsed_ad_single
O52899,1787,1787,1787.0,1787.0,1787.0,parsed_ad_single
O65788,9th century-10th Century,9th c-10th c,801.0,1000.0,900.0,parsed_century_range
O40936,ca. 1883,1883,1883.0,1883.0,1883.0,parsed_ad_single
O166225,ca. 1466-1478,1466-1478,1466.0,1478.0,1472.0,parsed_ad_range
O143198,ca. 1978,1978,1978.0,1978.0,1978.0,parsed_ad_single
O153021,1976,1976,1976.0,1976.0,1976.0,parsed_ad_single
O110925,ca. 1910,1910,1910.0,1910.0,1910.0,parsed_ad_single
O158918,1489,1489,1489.0,1489.0,1489.0,parsed_ad_single
O74272,1963,1963,1963.0,1963.0,1963.0,parsed_ad_single
O448163,1995-1996,1995-1996,1995.0,1996.0,1996.0,parsed_ad_range
O19135,1971,1971,1971.0,1971.0,1971.0,parsed_ad_single
O1136492,1972,1972,1972.0,1972.0,1972.0,parsed_ad_single
O73001,ca. 1820-80,1820-80,1820.0,80.0,950.0,parsed_ad_range
O110945,ca. 1900,1900,1900.0,1900.0,1900.0,parsed_ad_single
O89414,ca. 1470s,1470s,1470.0,1479.0,1474.0,parsed_decade_single
O181523,late 18th century,18th c,1701.0,1800.0,1750.0,parsed_century_single
O81344,ca. 1500,1500,1500.0,1500.0,1500.0,parsed_ad_single
O145192,1983,1983,1983.0,1983.0,1983.0,parsed_ad_single
O126034,ca. 1536,1536,1536.0,1536.0,1536.0,parsed_ad_single
O479746,ca. 1st century BC to 3rd century AD,1st cbc to 3rd cad,1.0,100.0,50.0,parsed_century_single
O479386,1942,1942,1942.0,1942.0,1942.0,parsed_ad_single
O455777,April 1988,april 1988,,,,unparsed
O454688,1st century BC,1st cbc,-100.0,-1.0,-50.0,parsed_century_single
O479755,ca. 1st century BC - 1st century AD,1st cbc-1st cad,-100.0,100.0,0.0,parsed_century_range
O479773,ca. first century BC - 3rd century AD,first cbc-3rd cad,,,,unparsed_century_range
O143650,1970,1970,1970.0,1970.0,1970.0,parsed_ad_single
O153763,ca. 1860,1860,1860.0,1860.0,1860.0,parsed_ad_single
O73123,1975,1975,1975.0,1975.0,1975.0,parsed_ad_single
O8070,1674,1674,1674.0,1674.0,1674.0,parsed_ad_single
O127679,1475-1499,1475-1499,1475.0,1499.0,1487.0,parsed_ad_range
O127678,1475-1499,1475-1499,1475.0,1499.0,1487.0,parsed_ad_range
O341820,ca. 1740-1745,1740-1745,1740.0,1745.0,1742.0,parsed_ad_range
O39631,ca.1250,1250,1250.0,1250.0,1250.0,parsed_ad_single
O173772,3500 BC-2500 BC,3500bc-2500bc,-3500.0,-2500.0,-3000.0,parsed_bc_range
O153930,1860-1880,1860-1880,1860.0,1880.0,1870.0,parsed_ad_range
O85651,ca. 1350-1355,1350-1355,1350.0,1355.0,1352.0,parsed_ad_range
O97617,dated 1680,1680,1680.0,1680.0,1680.0,parsed_ad_single
O40914,1926,1926,1926.0,1926.0,1926.0,parsed_ad_single
O85835,ca. 1867,1867,1867.0,1867.0,1867.0,parsed_ad_single
O1713228,2019,2019,2019.0,2019.0,2019.0,parsed_ad_single
O154720,1956-1960,1956-1960,1956.0,1960.0,1958.0,parsed_ad_range
O151876,ca. 1650,1650,1650.0,1650.0,1650.0,parsed_ad_single
O49994,1660-1680,1660-1680,1660.0,1680.0,1670.0,parsed_ad_range
O143200,1978,1978,1978.0,1978.0,1978.0,parsed_ad_single
O76163,1949,1949,1949.0,1949.0,1949.0,parsed_ad_single
O96815,1606,1606,1606.0,1606.0,1606.0,parsed_ad_single
O332310,,,,,,no_date_text
O166953,ca. 1515-1520,1515-1520,1515.0,1520.0,1518.0,parsed_ad_range
O49888,ca. 1540-2,1540-2,1540.0,2.0,771.0,parsed_ad_range
O88441,ca. 1519-1528,1519-1528,1519.0,1528.0,1524.0,parsed_ad_range
O64799,1534,1534,1534.0,1534.0,1534.0,parsed_ad_single
O64808,1519,1519,1519.0,1519.0,1519.0,parsed_ad_single
O67402,16th century,16th c,1501.0,1600.0,1550.0,parsed_century_single
O65284,ca. 1516-1522,1516-1522,1516.0,1522.0,1519.0,parsed_ad_range
O49836,16th century,16th c,1501.0,1600.0,1550.0,parsed_century_single
O64865,16th century,16th c,1501.0,1600.0,1550.0,parsed_century_single
O65270,ca. 1522 to 1526,1522 to 1526,,,,unparsed
O65269,ca.1516 to 1522,1516 to 1522,,,,unparsed
O49837,16th century,16th c,1501.0,1600.0,1550.0,parsed_century_single
O113405,ca.1522 to 1526,1522 to 1526,,,,unparsed
O65274,ca. 1516-1522,1516-1522,1516.0,1522.0,1519.0,parsed_ad_range
O24892,ca. 200 B.C.,200 b,,,,unparsed
O438407,early 20th century,20th c,1901.0,2000.0,1950.0,parsed_century_single
O450616,200 BC,200bc,-200.0,-200.0,-200.0,parsed_bc_single
O65892,ca. 1538,1538,1538.0,1538.0,1538.0,parsed_ad_single
O65812,ca. 1539,1539,1539.0,1539.0,1539.0,parsed_ad_single
O49833,1528,1528,1528.0,1528.0,1528.0,parsed_ad_single
O49839,1533,1533,1533.0,1533.0,1533.0,parsed_ad_single
O113288,ca.1525,1525,1525.0,1525.0,1525.0,parsed_ad_single
O450614,ca. 200 BC,200bc,-200.0,-200.0,-200.0,parsed_bc_single
O25160,19th century,19th c,1801.0,1900.0,1850.0,parsed_century_single
O84193,2nd century,2nd c,101.0,200.0,150.0,parsed_century_single
O456606,2nd century-3rd century,2nd c-3rd c,101.0,300.0,200.0,parsed_century_range
O63712,11th century-12th century,11th c-12th c,1001.0,1200.0,1100.0,parsed_century_range
O24890,ca. 200-100 BC,200-100bc,-10000.0,20000.0,5000.0,parsed_century_range
O41057,2nd century - 3rd century,2nd c-3rd c,101.0,300.0,200.0,parsed_century_range
O66629,6th century-7th century,6th c-7th c,501.0,700.0,600.0,parsed_century_range
O450617,ca. 250 BC,250bc,-250.0,-250.0,-250.0,parsed_bc_single
O113289,ca.1525,1525,1525.0,1525.0,1525.0,parsed_ad_single
O65747,ca. 1539,1539,1539.0,1539.0,1539.0,parsed_ad_single
O167323,18th century,18th c,1701.0,1800.0,1750.0,parsed_century_single
O180645,1736-1795,1736-1795,1736.0,1795.0,1766.0,parsed_ad_range
O12497,ca. 1460,1460,1460.0,1460.0,1460.0,parsed_ad_single
O111919,1964,1964,1964.0,1964.0,1964.0,parsed_ad_single
O41230,ca. 1872,1872,1872.0,1872.0,1872.0,parsed_ad_single
O107247,ca.1943,1943,1943.0,1943.0,1943.0,parsed_ad_single
O454382,1st century BC,1st cbc,-100.0,-1.0,-50.0,parsed_century_single
O470706,,,,,,no_date_text
O454791,1st century BC,1st cbc,-100.0,-1.0,-50.0,parsed_century_single
O454703,1st century BC,1st cbc,-100.0,-1.0,-50.0,parsed_century_single
O454702,1st century BC,1st cbc,-100.0,-1.0,-50.0,parsed_century_single
O454698,1st century BC,1st cbc,-100.0,-1.0,-50.0,parsed_century_single
O454695,1st century BC,1st cbc,-100.0,-1.0,-50.0,parsed_century_single
O454694,1st century BC,1st cbc,-100.0,-1.0,-50.0,parsed_century_single
O454691,1st century BC,1st cbc,-100.0,-1.0,-50.0,parsed_century_single
O454682,1st century BC,1st cbc,-100.0,-1.0,-50.0,parsed_century_single
O454678,1st century BC,1st cbc,-100.0,-1.0,-50.0,parsed_century_single
O454795,1st century BC (?),1st cbc,-100.0,-1.0,-50.0,parsed_century_single
O449291,ca.100 BC,100bc,-100.0,-100.0,-100.0,parsed_bc_single
O479682,,,,,,no_date_text
O454790,1st century BC,1st cbc,-100.0,-1.0,-50.0,parsed_century_single
O454685,1st century BC,1st cbc,-100.0,-1.0,-50.0,parsed_century_single
O454789,1st century BC,1st cbc,-100.0,-1.0,-50.0,parsed_century_single
O454669,3rd century BC (?),3rd cbc,-300.0,-201.0,-250.0,parsed_century_single
O454701,1st century BC,1st cbc,-100.0,-1.0,-50.0,parsed_century_single
